Customer ID,Name,Email,Phone,Total Sandwiches Purchased,Number of Orders,Type
C443,Customer 443,customer443@example.com,+12345678443,3,2,Regular
C444,Customer 444,customer444@example.com,+12345678444,5,1,Regular
C445,Customer 445,customer445@example.com,+12345678445,22,7,Regular
C446,Customer 446,customer446@example.com,+12345678446,31,10,Regular
C447,Customer 447,customer447@example.com,+12345678447,5,2,Regular
C448,Customer 448,customer448@example.com,+12345678448,27,9,Regular
C449,Customer 449,customer449@example.com,+12345678449,5,1,Regular
C450,Customer 450,customer450@example.com,+12345678450,6,2,Regular
C451,Customer 451,customer451@example.com,+12345678451,3,2,Regular
C452,Customer 452,customer452@example.com,+12345678452,4,2,Regular
C453,Customer 453,customer453@example.com,+12345678453,7,2,Regular
C454,Customer 454,customer454@example.com,+12345678454,24,9,Regular
C455,Customer 455,customer455@example.com,+12345678455,9,3,Regular
C456,Customer 456,customer456@example.com,+12345678456,6,3,Regular
C457,Customer 457,customer457@example.com,+12345678457,28,10,Regular
C458,Customer 458,customer458@example.com,+12345678458,22,7,Regular
C459,Customer 459,customer459@example.com,+12345678459,30,9,Regular
C460,Customer 460,customer460@example.com,+12345678460,8,2,Regular
C461,Customer 461,customer461@example.com,+12345678461,15,6,Regular
C462,Customer 462,customer462@example.com,+12345678462,21,10,Regular
C463,Customer 463,customer463@example.com,+12345678463,4,1,Regular
C464,Customer 464,customer464@example.com,+12345678464,14,6,Regular
C465,Customer 465,customer465@example.com,+12345678465,9,4,Regular
C466,Customer 466,customer466@example.com,+12345678466,2,2,Regular
C467,Customer 467,customer467@example.com,+12345678467,24,8,Regular
C468,Customer 468,customer468@example.com,+12345678468,5,3,Regular
C469,Customer 469,customer469@example.com,+12345678469,8,5,Regular
C470,Customer 470,customer470@example.com,+12345678470,6,2,Regular
C471,Customer 471,customer471@example.com,+12345678471,6,2,Regular
C472,Customer 472,customer472@example.com,+12345678472,22,7,Regular
C473,Customer 473,customer473@example.com,+12345678473,5,2,Regular
C474,Customer 474,customer474@example.com,+12345678474,31,10,Regular
C475,Customer 475,customer475@example.com,+12345678475,27,6,Regular
C476,Customer 476,customer476@example.com,+12345678476,10,2,Regular
C477,Customer 477,customer477@example.com,+12345678477,13,5,Regular
C478,Customer 478,customer478@example.com,+12345678478,22,7,Regular
C479,Customer 479,customer479@example.com,+12345678479,4,1,Regular
C480,Customer 480,customer480@example.com,+12345678480,6,2,Regular
C481,Customer 481,customer481@example.com,+12345678481,5,1,Regular
C482,Customer 482,customer482@example.com,+12345678482,8,2,Regular
C483,Customer 483,customer483@example.com,+12345678483,19,8,Regular
C484,Customer 484,customer484@example.com,+12345678484,6,2,Regular
C485,Customer 485,customer485@example.com,+12345678485,5,2,Regular
C486,Customer 486,customer486@example.com,+12345678486,9,2,Regular
C487,Customer 487,customer487@example.com,+12345678487,4,2,Regular
C488,Customer 488,customer488@example.com,+12345678488,22,7,Regular
C489,Customer 489,customer489@example.com,+12345678489,8,2,Regular
C490,Customer 490,customer490@example.com,+12345678490,7,2,Regular
C491,Customer 491,customer491@example.com,+12345678491,22,7,Regular
C492,Customer 492,customer492@example.com,+12345678492,32,10,Regular
C493,Customer 493,customer493@example.com,+12345678493,7,2,Regular
C494,Customer 494,customer494@example.com,+12345678494,23,8,Regular
C495,Customer 495,customer495@example.com,+12345678495,16,4,Regular
C496,Customer 496,customer496@example.com,+12345678496,33,9,Regular
C497,Customer 497,customer497@example.com,+12345678497,5,2,Regular
C498,Customer 498,customer498@example.com,+12345678498,19,8,Regular
C499,Customer 499,customer499@example.com,+12345678499,16,4,Regular
C500,Customer 500,customer500@example.com,+12345678500,40,10,Regular
C501,Customer 501,customer501@example.com,+12345678501,3,2,Regular
C502,Customer 502,customer502@example.com,+12345678502,7,2,Regular
C503,Customer 503,customer503@example.com,+12345678503,29,8,Regular
C504,Customer 504,customer504@example.com,+12345678504,25,8,Regular
C505,Customer 505,customer505@example.com,+12345678505,10,3,Regular
C506,Customer 506,customer506@example.com,+12345678506,27,9,Regular
C507,Customer 507,customer507@example.com,+12345678507,9,4,Regular
C508,Customer 508,customer508@example.com,+12345678508,4,3,Regular
C509,Customer 509,customer509@example.com,+12345678509,4,2,Regular
C510,Customer 510,customer510@example.com,+12345678510,21,8,Regular
C511,Customer 511,customer511@example.com,+12345678511,19,7,Regular
C512,Customer 512,customer512@example.com,+12345678512,19,9,Regular
C513,Customer 513,customer513@example.com,+12345678513,23,7,Regular
C514,Customer 514,customer514@example.com,+12345678514,20,8,Regular
C515,Customer 515,customer515@example.com,+12345678515,29,9,Regular
C516,Customer 516,customer516@example.com,+12345678516,23,7,Regular
C517,Customer 517,customer517@example.com,+12345678517,27,10,Regular
C518,Customer 518,customer518@example.com,+12345678518,2,2,Regular
C519,Customer 519,customer519@example.com,+12345678519,12,3,Regular
C520,Customer 520,customer520@example.com,+12345678520,3,2,Regular
C521,Customer 521,customer521@example.com,+12345678521,3,2,Regular
C522,Customer 522,customer522@example.com,+12345678522,22,5,Regular
C523,Customer 523,customer523@example.com,+12345678523,16,5,Regular
C524,Customer 524,customer524@example.com,+12345678524,28,10,Regular
C525,Customer 525,customer525@example.com,+12345678525,6,2,Regular
C526,Customer 526,customer526@example.com,+12345678526,14,6,Regular
C527,Customer 527,customer527@example.com,+12345678527,32,9,Regular
C528,Customer 528,customer528@example.com,+12345678528,14,4,Regular
C529,Customer 529,customer529@example.com,+12345678529,8,3,Regular
C530,Customer 530,customer530@example.com,+12345678530,26,10,Regular
C531,Customer 531,customer531@example.com,+12345678531,4,2,Regular
C532,Customer 532,customer532@example.com,+12345678532,13,3,Regular
C533,Customer 533,customer533@example.com,+12345678533,5,2,Regular
C534,Customer 534,customer534@example.com,+12345678534,5,2,Regular
C535,Customer 535,customer535@example.com,+12345678535,15,4,Regular
C536,Customer 536,customer536@example.com,+12345678536,12,4,Regular
C537,Customer 537,customer537@example.com,+12345678537,21,7,Regular
C538,Customer 538,customer538@example.com,+12345678538,13,6,Regular
C539,Customer 539,customer539@example.com,+12345678539,7,2,Regular
C540,Customer 540,customer540@example.com,+12345678540,8,2,Regular
C541,Customer 541,customer541@example.com,+12345678541,30,10,Regular
C542,Customer 542,customer542@example.com,+12345678542,8,2,Regular
C543,Customer 543,customer543@example.com,+12345678543,13,6,Regular
C544,Customer 544,customer544@example.com,+12345678544,2,2,Regular
C545,Customer 545,customer545@example.com,+12345678545,10,3,Regular
C546,Customer 546,customer546@example.com,+12345678546,6,2,Regular
C547,Customer 547,customer547@example.com,+12345678547,33,9,Regular
C548,Customer 548,customer548@example.com,+12345678548,12,4,Regular
C549,Customer 549,customer549@example.com,+12345678549,8,2,Regular
C550,Customer 550,customer550@example.com,+12345678550,34,10,Regular
C551,Customer 551,customer551@example.com,+12345678551,20,8,Regular
C552,Customer 552,customer552@example.com,+12345678552,28,10,Regular
C553,Customer 553,customer553@example.com,+12345678553,15,5,Regular
C554,Customer 554,customer554@example.com,+12345678554,1,1,Regular
C555,Customer 555,customer555@example.com,+12345678555,34,10,Regular
C556,Customer 556,customer556@example.com,+12345678556,5,2,Regular
C557,Customer 557,customer557@example.com,+12345678557,29,10,Regular
C558,Customer 558,customer558@example.com,+12345678558,5,1,Regular
C559,Customer 559,customer559@example.com,+12345678559,25,10,Regular
C560,Customer 560,customer560@example.com,+12345678560,5,2,Regular
C561,Customer 561,customer561@example.com,+12345678561,28,9,Regular
C562,Customer 562,customer562@example.com,+12345678562,6,2,Regular
C563,Customer 563,customer563@example.com,+12345678563,26,10,Regular
C564,Customer 564,customer564@example.com,+12345678564,2,1,Regular
C565,Customer 565,customer565@example.com,+12345678565,27,9,Regular
C566,Customer 566,customer566@example.com,+12345678566,19,9,Regular
C567,Customer 567,customer567@example.com,+12345678567,2,2,Regular
C568,Customer 568,customer568@example.com,+12345678568,27,9,Regular
C569,Customer 569,customer569@example.com,+12345678569,7,2,Regular
C570,Customer 570,customer570@example.com,+12345678570,20,9,Regular
C571,Customer 571,customer571@example.com,+12345678571,3,2,Regular
C572,Customer 572,customer572@example.com,+12345678572,29,8,Regular
C573,Customer 573,customer573@example.com,+12345678573,12,6,Regular
C574,Customer 574,customer574@example.com,+12345678574,21,6,Regular
C575,Customer 575,customer575@example.com,+12345678575,3,2,Regular
C576,Customer 576,customer576@example.com,+12345678576,23,6,Regular
C577,Customer 577,customer577@example.com,+12345678577,6,2,Regular
C578,Customer 578,customer578@example.com,+12345678578,7,2,Regular
C579,Customer 579,customer579@example.com,+12345678579,23,6,Regular
C580,Customer 580,customer580@example.com,+12345678580,16,7,Regular
C581,Customer 581,customer581@example.com,+12345678581,13,5,Regular
C582,Customer 582,customer582@example.com,+12345678582,22,6,Regular
C583,Customer 583,customer583@example.com,+12345678583,29,10,Regular
C584,Customer 584,customer584@example.com,+12345678584,23,6,Regular
C585,Customer 585,customer585@example.com,+12345678585,6,2,Regular
C586,Customer 586,customer586@example.com,+12345678586,17,7,Regular
C587,Customer 587,customer587@example.com,+12345678587,5,2,Regular
C588,Customer 588,customer588@example.com,+12345678588,7,2,Regular
C589,Customer 589,customer589@example.com,+12345678589,21,7,Regular
C590,Customer 590,customer590@example.com,+12345678590,11,5,Regular
C591,Customer 591,customer591@example.com,+12345678591,5,1,Regular
C592,Customer 592,customer592@example.com,+12345678592,7,2,Regular
C593,Customer 593,customer593@example.com,+12345678593,14,7,Regular
C594,Customer 594,customer594@example.com,+12345678594,4,2,Regular
C595,Customer 595,customer595@example.com,+12345678595,32,9,Regular
C596,Customer 596,customer596@example.com,+12345678596,5,2,Regular
C597,Customer 597,customer597@example.com,+12345678597,13,5,Regular
C598,Customer 598,customer598@example.com,+12345678598,10,3,Regular
C599,Customer 599,customer599@example.com,+12345678599,12,4,Regular
C600,Customer 600,customer600@example.com,+12345678600,13,4,Regular
C601,Customer 601,customer601@example.com,+12345678601,2,1,Regular
C602,Customer 602,customer602@example.com,+12345678602,21,7,Regular
C603,Customer 603,customer603@example.com,+12345678603,4,1,Regular
C604,Customer 604,customer604@example.com,+12345678604,18,6,Regular
C605,Customer 605,customer605@example.com,+12345678605,25,9,Regular
C606,Customer 606,customer606@example.com,+12345678606,20,9,Regular
C607,Customer 607,customer607@example.com,+12345678607,8,2,Regular
C608,Customer 608,customer608@example.com,+12345678608,20,5,Regular
C609,Customer 609,customer609@example.com,+12345678609,35,10,Regular
C610,Customer 610,customer610@example.com,+12345678610,20,5,Regular
C611,Customer 611,customer611@example.com,+12345678611,18,5,Regular
C612,Customer 612,customer612@example.com,+12345678612,8,5,Regular
C613,Customer 613,customer613@example.com,+12345678613,24,9,Regular
C614,Customer 614,customer614@example.com,+12345678614,4,2,Regular
C615,Customer 615,customer615@example.com,+12345678615,27,8,Regular
C616,Customer 616,customer616@example.com,+12345678616,19,7,Regular
C617,Customer 617,customer617@example.com,+12345678617,6,2,Regular
C618,Customer 618,customer618@example.com,+12345678618,29,9,Regular
C619,Customer 619,customer619@example.com,+12345678619,22,8,Regular
C620,Customer 620,customer620@example.com,+12345678620,24,7,Regular
C621,Customer 621,customer621@example.com,+12345678621,8,2,Regular
C622,Customer 622,customer622@example.com,+12345678622,15,4,Regular
C623,Customer 623,customer623@example.com,+12345678623,9,2,Regular
C624,Customer 624,customer624@example.com,+12345678624,7,2,Regular
C625,Customer 625,customer625@example.com,+12345678625,28,8,Regular
C626,Customer 626,customer626@example.com,+12345678626,2,2,Regular
C627,Customer 627,customer627@example.com,+12345678627,14,4,Regular
C628,Customer 628,customer628@example.com,+12345678628,6,2,Regular
C629,Customer 629,customer629@example.com,+12345678629,15,5,Regular
C630,Customer 630,customer630@example.com,+12345678630,4,2,Regular
C631,Customer 631,customer631@example.com,+12345678631,13,5,Regular
C632,Customer 632,customer632@example.com,+12345678632,6,2,Regular
C633,Customer 633,customer633@example.com,+12345678633,24,9,Regular
C634,Customer 634,customer634@example.com,+12345678634,24,8,Regular
C635,Customer 635,customer635@example.com,+12345678635,3,2,Regular
C636,Customer 636,customer636@example.com,+12345678636,3,2,Regular
C637,Customer 637,customer637@example.com,+12345678637,15,5,Regular
C638,Customer 638,customer638@example.com,+12345678638,3,1,Regular
C639,Customer 639,customer639@example.com,+12345678639,4,1,Regular
C640,Customer 640,customer640@example.com,+12345678640,26,10,Regular
C641,Customer 641,customer641@example.com,+12345678641,4,2,Regular
C642,Customer 642,customer642@example.com,+12345678642,6,2,Regular
C643,Customer 643,customer643@example.com,+12345678643,20,6,Regular
C644,Customer 644,customer644@example.com,+12345678644,25,9,Regular
C645,Customer 645,customer645@example.com,+12345678645,21,5,Regular
C646,Customer 646,customer646@example.com,+12345678646,22,8,Regular
C647,Customer 647,customer647@example.com,+12345678647,8,2,Regular
C648,Customer 648,customer648@example.com,+12345678648,8,2,Regular
C649,Customer 649,customer649@example.com,+12345678649,4,2,Regular
C650,Customer 650,customer650@example.com,+12345678650,10,3,Regular
C651,Customer 651,customer651@example.com,+12345678651,29,10,Regular
C652,Customer 652,customer652@example.com,+12345678652,5,1,Regular
C653,Customer 653,customer653@example.com,+12345678653,30,10,Regular
C654,Customer 654,customer654@example.com,+12345678654,6,2,Regular
C655,Customer 655,customer655@example.com,+12345678655,7,2,Regular
C656,Customer 656,customer656@example.com,+12345678656,31,8,Regular
C657,Customer 657,customer657@example.com,+12345678657,6,2,Regular
C658,Customer 658,customer658@example.com,+12345678658,4,1,Regular
C659,Customer 659,customer659@example.com,+12345678659,8,2,Regular
C660,Customer 660,customer660@example.com,+12345678660,32,9,Regular
C661,Customer 661,customer661@example.com,+12345678661,6,3,Regular
C662,Customer 662,customer662@example.com,+12345678662,4,2,Regular
C663,Customer 663,customer663@example.com,+12345678663,15,6,Regular
C664,Customer 664,customer664@example.com,+12345678664,6,2,Regular
C665,Customer 665,customer665@example.com,+12345678665,5,2,Regular
C666,Customer 666,customer666@example.com,+12345678666,28,9,Regular
C667,Customer 667,customer667@example.com,+12345678667,25,7,Regular
C668,Customer 668,customer668@example.com,+12345678668,27,9,Regular
C669,Customer 669,customer669@example.com,+12345678669,35,10,Regular
C670,Customer 670,customer670@example.com,+12345678670,6,2,Regular
C671,Customer 671,customer671@example.com,+12345678671,5,3,Regular
C672,Customer 672,customer672@example.com,+12345678672,2,2,Regular
C673,Customer 673,customer673@example.com,+12345678673,2,1,Regular
C674,Customer 674,customer674@example.com,+12345678674,5,2,Regular
C675,Customer 675,customer675@example.com,+12345678675,32,9,Regular
C676,Customer 676,customer676@example.com,+12345678676,6,2,Regular
C677,Customer 677,customer677@example.com,+12345678677,20,6,Regular
C678,Customer 678,customer678@example.com,+12345678678,7,2,Regular
C679,Customer 679,customer679@example.com,+12345678679,11,3,Regular
C680,Customer 680,customer680@example.com,+12345678680,14,5,Regular
C681,Customer 681,customer681@example.com,+12345678681,3,2,Regular
C682,Customer 682,customer682@example.com,+12345678682,29,8,Regular
C683,Customer 683,customer683@example.com,+12345678683,5,2,Regular
C684,Customer 684,customer684@example.com,+12345678684,12,4,Regular
C685,Customer 685,customer685@example.com,+12345678685,2,2,Regular
C686,Customer 686,customer686@example.com,+12345678686,31,7,Regular
C687,Customer 687,customer687@example.com,+12345678687,16,5,Regular
C688,Customer 688,customer688@example.com,+12345678688,6,2,Regular
C689,Customer 689,customer689@example.com,+12345678689,6,2,Regular
C690,Customer 690,customer690@example.com,+12345678690,9,2,Regular
C691,Customer 691,customer691@example.com,+12345678691,19,7,Regular
C692,Customer 692,customer692@example.com,+12345678692,12,3,Regular
C693,Customer 693,customer693@example.com,+12345678693,14,5,Regular
C694,Customer 694,customer694@example.com,+12345678694,5,1,Regular
C695,Customer 695,customer695@example.com,+12345678695,6,3,Regular
C696,Customer 696,customer696@example.com,+12345678696,36,10,Regular
C697,Customer 697,customer697@example.com,+12345678697,20,6,Regular
C698,Customer 698,customer698@example.com,+12345678698,4,2,Regular
C699,Customer 699,customer699@example.com,+12345678699,26,10,Regular
C700,Customer 700,customer700@example.com,+12345678700,18,7,Regular
C701,Customer 701,customer701@example.com,+12345678701,7,2,Regular
C702,Customer 702,customer702@example.com,+12345678702,10,4,Regular
C703,Customer 703,customer703@example.com,+12345678703,17,5,Regular
C704,Customer 704,customer704@example.com,+12345678704,27,10,Regular
C705,Customer 705,customer705@example.com,+12345678705,24,8,Regular
C706,Customer 706,customer706@example.com,+12345678706,24,8,Regular
C707,Customer 707,customer707@example.com,+12345678707,5,1,Regular
C708,Customer 708,customer708@example.com,+12345678708,20,8,Regular
C709,Customer 709,customer709@example.com,+12345678709,18,8,Regular
C710,Customer 710,customer710@example.com,+12345678710,4,1,Regular
C711,Customer 711,customer711@example.com,+12345678711,13,4,Regular
C712,Customer 712,customer712@example.com,+12345678712,9,2,Regular
C713,Customer 713,customer713@example.com,+12345678713,6,2,Regular
C714,Customer 714,customer714@example.com,+12345678714,5,2,Regular
C715,Customer 715,customer715@example.com,+12345678715,4,1,Regular
C716,Customer 716,customer716@example.com,+12345678716,6,3,Regular
C717,Customer 717,customer717@example.com,+12345678717,23,7,Regular
C718,Customer 718,customer718@example.com,+12345678718,8,2,Regular
C719,Customer 719,customer719@example.com,+12345678719,2,1,Regular
C720,Customer 720,customer720@example.com,+12345678720,3,2,Regular
C721,Customer 721,customer721@example.com,+12345678721,9,5,Regular
C722,Customer 722,customer722@example.com,+12345678722,23,9,Regular
C723,Customer 723,customer723@example.com,+12345678723,12,4,Regular
C724,Customer 724,customer724@example.com,+12345678724,24,10,Regular
C725,Customer 725,customer725@example.com,+12345678725,28,8,Regular
C726,Customer 726,customer726@example.com,+12345678726,2,1,Regular
C727,Customer 727,customer727@example.com,+12345678727,8,2,Regular
C728,Customer 728,customer728@example.com,+12345678728,10,2,Regular
C729,Customer 729,customer729@example.com,+12345678729,7,2,Regular
C730,Customer 730,customer730@example.com,+12345678730,23,7,Regular
C731,Customer 731,customer731@example.com,+12345678731,20,8,Regular
C732,Customer 732,customer732@example.com,+12345678732,15,5,Regular
C733,Customer 733,customer733@example.com,+12345678733,7,2,Regular
C734,Customer 734,customer734@example.com,+12345678734,23,8,Regular
C735,Customer 735,customer735@example.com,+12345678735,18,5,Regular
C736,Customer 736,customer736@example.com,+12345678736,18,8,Regular
C737,Customer 737,customer737@example.com,+12345678737,19,6,Regular
C738,Customer 738,customer738@example.com,+12345678738,33,10,Regular
C739,Customer 739,customer739@example.com,+12345678739,20,6,Regular
C740,Customer 740,customer740@example.com,+12345678740,34,8,Regular
C741,Customer 741,customer741@example.com,+12345678741,23,9,Regular
C742,Customer 742,customer742@example.com,+12345678742,2,2,Regular
C743,Customer 743,customer743@example.com,+12345678743,33,9,Regular
C744,Customer 744,customer744@example.com,+12345678744,2,2,Regular
C745,Customer 745,customer745@example.com,+12345678745,4,1,Regular
C746,Customer 746,customer746@example.com,+12345678746,10,4,Regular
C747,Customer 747,customer747@example.com,+12345678747,31,10,Regular
C748,Customer 748,customer748@example.com,+12345678748,22,9,Regular
C749,Customer 749,customer749@example.com,+12345678749,22,7,Regular
C750,Customer 750,customer750@example.com,+12345678750,1,1,Regular
C751,Customer 751,customer751@example.com,+12345678751,7,2,Regular
C752,Customer 752,customer752@example.com,+12345678752,28,10,Regular
C753,Customer 753,customer753@example.com,+12345678753,24,7,Regular
C754,Customer 754,customer754@example.com,+12345678754,31,7,Regular
C755,Customer 755,customer755@example.com,+12345678755,5,2,Regular
C756,Customer 756,customer756@example.com,+12345678756,6,2,Regular
C757,Customer 757,customer757@example.com,+12345678757,13,5,Regular
C758,Customer 758,customer758@example.com,+12345678758,1,1,Regular
C759,Customer 759,customer759@example.com,+12345678759,12,6,Regular
C760,Customer 760,customer760@example.com,+12345678760,8,2,Regular
C761,Customer 761,customer761@example.com,+12345678761,3,2,Regular
C762,Customer 762,customer762@example.com,+12345678762,16,5,Regular
C763,Customer 763,customer763@example.com,+12345678763,5,1,Regular
C764,Customer 764,customer764@example.com,+12345678764,34,10,Regular
C765,Customer 765,customer765@example.com,+12345678765,5,2,Regular
C766,Customer 766,customer766@example.com,+12345678766,27,10,Regular
C767,Customer 767,customer767@example.com,+12345678767,10,4,Regular
C768,Customer 768,customer768@example.com,+12345678768,4,2,Regular
C769,Customer 769,customer769@example.com,+12345678769,6,2,Regular
C770,Customer 770,customer770@example.com,+12345678770,10,2,Regular
C771,Customer 771,customer771@example.com,+12345678771,30,10,Regular
C772,Customer 772,customer772@example.com,+12345678772,29,8,Regular
C773,Customer 773,customer773@example.com,+12345678773,14,4,Regular
C774,Customer 774,customer774@example.com,+12345678774,3,2,Regular
C775,Customer 775,customer775@example.com,+12345678775,4,1,Regular
C776,Customer 776,customer776@example.com,+12345678776,6,2,Regular
C777,Customer 777,customer777@example.com,+12345678777,29,10,Regular
C778,Customer 778,customer778@example.com,+12345678778,12,3,Regular
C779,Customer 779,customer779@example.com,+12345678779,32,8,Regular
C780,Customer 780,customer780@example.com,+12345678780,28,9,Regular
C781,Customer 781,customer781@example.com,+12345678781,10,4,Regular
C782,Customer 782,customer782@example.com,+12345678782,7,2,Regular
C783,Customer 783,customer783@example.com,+12345678783,15,5,Regular
C784,Customer 784,customer784@example.com,+12345678784,29,10,Regular
C785,Customer 785,customer785@example.com,+12345678785,2,2,Regular
C786,Customer 786,customer786@example.com,+12345678786,21,8,Regular
C787,Customer 787,customer787@example.com,+12345678787,12,5,Regular
C788,Customer 788,customer788@example.com,+12345678788,2,2,Regular
C789,Customer 789,customer789@example.com,+12345678789,6,2,Regular
C790,Customer 790,customer790@example.com,+12345678790,21,8,Regular
C791,Customer 791,customer791@example.com,+12345678791,19,7,Regular
C792,Customer 792,customer792@example.com,+12345678792,6,2,Regular
C793,Customer 793,customer793@example.com,+12345678793,3,2,Regular
C794,Customer 794,customer794@example.com,+12345678794,10,2,Regular
C795,Customer 795,customer795@example.com,+12345678795,9,3,Regular
C796,Customer 796,customer796@example.com,+12345678796,7,2,Regular
C797,Customer 797,customer797@example.com,+12345678797,29,10,Regular
C798,Customer 798,customer798@example.com,+12345678798,4,2,Regular
C799,Customer 799,customer799@example.com,+12345678799,7,2,Regular
C800,Customer 800,customer800@example.com,+12345678800,6,2,Regular
C801,Customer 801,customer801@example.com,+12345678801,26,6,Regular
C802,Customer 802,customer802@example.com,+12345678802,24,10,Regular
C803,Customer 803,customer803@example.com,+12345678803,31,10,Regular
C804,Customer 804,customer804@example.com,+12345678804,22,8,Regular
C805,Customer 805,customer805@example.com,+12345678805,17,5,Regular
C806,Customer 806,customer806@example.com,+12345678806,2,1,Regular
C807,Customer 807,customer807@example.com,+12345678807,27,8,Regular
C808,Customer 808,customer808@example.com,+12345678808,10,2,Regular
C809,Customer 809,customer809@example.com,+12345678809,29,8,Regular
C810,Customer 810,customer810@example.com,+12345678810,31,10,Regular
C811,Customer 811,customer811@example.com,+12345678811,10,4,Regular
C812,Customer 812,customer812@example.com,+12345678812,6,2,Regular
C813,Customer 813,customer813@example.com,+12345678813,4,2,Regular
C814,Customer 814,customer814@example.com,+12345678814,25,8,Regular
C815,Customer 815,customer815@example.com,+12345678815,19,7,Regular
C816,Customer 816,customer816@example.com,+12345678816,5,1,Regular
C817,Customer 817,customer817@example.com,+12345678817,2,1,Regular
C818,Customer 818,customer818@example.com,+12345678818,12,3,Regular
C819,Customer 819,customer819@example.com,+12345678819,11,4,Regular
C820,Customer 820,customer820@example.com,+12345678820,3,2,Regular
C821,Customer 821,customer821@example.com,+12345678821,16,5,Regular
C822,Customer 822,customer822@example.com,+12345678822,15,4,Regular
C823,Customer 823,customer823@example.com,+12345678823,11,3,Regular
C824,Customer 824,customer824@example.com,+12345678824,19,5,Regular
C825,Customer 825,customer825@example.com,+12345678825,30,9,Regular
C826,Customer 826,customer826@example.com,+12345678826,5,2,Regular
C827,Customer 827,customer827@example.com,+12345678827,3,1,Regular
C828,Customer 828,customer828@example.com,+12345678828,20,4,Regular
C829,Customer 829,customer829@example.com,+12345678829,20,5,Regular
C830,Customer 830,customer830@example.com,+12345678830,10,2,Regular
C831,Customer 831,customer831@example.com,+12345678831,24,8,Regular
C832,Customer 832,customer832@example.com,+12345678832,9,3,Regular
C833,Customer 833,customer833@example.com,+12345678833,7,2,Regular
C834,Customer 834,customer834@example.com,+12345678834,5,2,Regular
C835,Customer 835,customer835@example.com,+12345678835,6,4,Regular
C836,Customer 836,customer836@example.com,+12345678836,18,5,Regular
C837,Customer 837,customer837@example.com,+12345678837,11,4,Regular
C838,Customer 838,customer838@example.com,+12345678838,7,2,Regular
C839,Customer 839,customer839@example.com,+12345678839,12,4,Regular
C840,Customer 840,customer840@example.com,+12345678840,22,7,Regular
C841,Customer 841,customer841@example.com,+12345678841,13,4,Regular
C842,Customer 842,customer842@example.com,+12345678842,10,5,Regular
C843,Customer 843,customer843@example.com,+12345678843,28,10,Regular
C844,Customer 844,customer844@example.com,+12345678844,13,5,Regular
C845,Customer 845,customer845@example.com,+12345678845,27,9,Regular
C846,Customer 846,customer846@example.com,+12345678846,22,6,Regular
C847,Customer 847,customer847@example.com,+12345678847,33,10,Regular
C848,Customer 848,customer848@example.com,+12345678848,28,10,Regular
C849,Customer 849,customer849@example.com,+12345678849,12,6,Regular
C850,Customer 850,customer850@example.com,+12345678850,4,2,Regular
C851,Customer 851,customer851@example.com,+12345678851,10,4,Regular
C852,Customer 852,customer852@example.com,+12345678852,1,1,Regular
C853,Customer 853,customer853@example.com,+12345678853,3,1,Regular
C854,Customer 854,customer854@example.com,+12345678854,35,9,Regular
C855,Customer 855,customer855@example.com,+12345678855,7,2,Regular
C856,Customer 856,customer856@example.com,+12345678856,20,5,Regular
C857,Customer 857,customer857@example.com,+12345678857,9,2,Regular
C858,Customer 858,customer858@example.com,+12345678858,3,1,Regular
C859,Customer 859,customer859@example.com,+12345678859,7,2,Regular
C860,Customer 860,customer860@example.com,+12345678860,6,2,Regular
C861,Customer 861,customer861@example.com,+12345678861,6,2,Regular
C862,Customer 862,customer862@example.com,+12345678862,38,9,Regular
C863,Customer 863,customer863@example.com,+12345678863,8,3,Regular
C864,Customer 864,customer864@example.com,+12345678864,6,2,Regular
C865,Customer 865,customer865@example.com,+12345678865,30,10,Regular
C866,Customer 866,customer866@example.com,+12345678866,14,5,Regular
C867,Customer 867,customer867@example.com,+12345678867,16,6,Regular
C868,Customer 868,customer868@example.com,+12345678868,4,1,Regular
C869,Customer 869,customer869@example.com,+12345678869,26,8,Regular
C870,Customer 870,customer870@example.com,+12345678870,5,1,Regular
C871,Customer 871,customer871@example.com,+12345678871,4,2,Regular
C872,Customer 872,customer872@example.com,+12345678872,15,4,Regular
C873,Customer 873,customer873@example.com,+12345678873,15,5,Regular
C874,Customer 874,customer874@example.com,+12345678874,9,4,Regular
C875,Customer 875,customer875@example.com,+12345678875,5,2,Regular
C876,Customer 876,customer876@example.com,+12345678876,25,9,Regular
C877,Customer 877,customer877@example.com,+12345678877,10,3,Regular
C878,Customer 878,customer878@example.com,+12345678878,5,1,Regular
C879,Customer 879,customer879@example.com,+12345678879,31,8,Regular
C880,Customer 880,customer880@example.com,+12345678880,21,5,Regular
C881,Customer 881,customer881@example.com,+12345678881,21,8,Regular
C882,Customer 882,customer882@example.com,+12345678882,22,5,Regular
C883,Customer 883,customer883@example.com,+12345678883,31,9,Regular
C884,Customer 884,customer884@example.com,+12345678884,10,4,Regular
C885,Customer 885,customer885@example.com,+12345678885,9,2,Regular
C886,Customer 886,customer886@example.com,+12345678886,8,2,Regular
C887,Customer 887,customer887@example.com,+12345678887,25,7,Regular
C888,Customer 888,customer888@example.com,+12345678888,10,2,Regular
C889,Customer 889,customer889@example.com,+12345678889,7,2,Regular
C890,Customer 890,customer890@example.com,+12345678890,10,4,Regular
C891,Customer 891,customer891@example.com,+12345678891,16,5,Regular
C892,Customer 892,customer892@example.com,+12345678892,4,1,Regular
